gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_Yes,MultipleLines_NoService,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_Yes,StreamingMovies_NoInternet,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,0,7,1,1,78.5,571.05,0,0,1,0,1,0,0,0,1,0,1,0,1,0,False,False,False,False,False,True,False,0
1,0,0,0,69,1,0,19.95,1399.35,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,True,False,False,0
1,0,1,1,7,1,0,20.65,150.0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,0,1,1,5,0,1,30.5,167.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,0
0,0,1,1,72,1,0,106.1,7657.4,1,0,1,0,1,0,1,0,1,0,1,0,0,0,True,False,False,True,True,False,False,0
1,0,1,1,44,1,1,20.5,865.05,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,False,0
0,0,0,0,65,1,1,95.5,6153.85,1,0,0,0,1,0,1,0,0,0,1,0,0,0,True,False,True,False,False,True,False,0
0,0,0,0,3,1,0,64.6,174.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False,False,False,False,False,True,False,0
1,0,0,0,24,1,1,51.1,1269.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,0
0,0,0,0,44,1,1,84.8,3862.55,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,1
0,1,1,0,72,1,0,89.1,6352.4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,0
1,0,0,0,24,1,0,54.95,1348.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,0
1,0,0,0,1,1,0,50.9,50.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
1,0,1,0,22,1,1,20.45,471.55,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,False,0
1,0,1,1,70,1,1,85.95,5931.75,1,0,0,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,0
1,0,1,1,25,1,0,60.35,1404.65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,0
1,0,1,1,37,1,0,19.8,726.1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
0,1,1,1,22,1,0,85.35,1961.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,0
0,0,1,1,59,1,1,72.1,4194.85,1,0,0,0,0,0,1,0,1,0,1,0,0,0,False,False,False,True,False,False,False,0
1,0,1,1,49,1,1,99.8,4872.45,1,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,1,1,47,1,1,107.35,5118.95,1,0,0,0,0,0,1,0,1,0,1,0,1,0,True,False,False,False,False,False,False,1
0,0,1,1,31,1,1,19.55,658.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,1
1,0,1,1,1,1,1,81.05,81.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,0
1,0,0,0,3,1,1,20.5,76.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,True,False,0
0,0,1,0,53,1,1,111.8,5809.75,1,0,0,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,False,False,False,0
1,0,0,0,1,1,0,20.2,20.2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,0,20,1,1,19.7,415.9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,0,0,0,3,1,1,79.1,246.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
0,0,0,0,51,1,1,19.85,996.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,False,0
0,0,1,0,51,1,1,60.5,3145.15,0,0,1,0,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,0
0,0,1,1,13,1,0,19.55,265.3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,1,1,0,20.9,20.9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,1,1,1,1,21.05,21.05,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,0,63,1,0,71.5,4576.3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,False,False,True,False,False,True,False,0
1,0,0,0,3,1,0,54.65,189.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,0
1,0,0,0,46,1,0,19.2,908.15,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,True,False,False,0
1,0,0,0,1,1,1,49.8,49.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0
1,0,0,1,8,0,0,25.5,215.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
0,0,1,1,71,1,0,20.5,1500.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
1,0,1,1,55,1,1,90.4,5099.15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,True,False,False,False,True,False,False,0
0,0,0,0,70,1,1,90.25,6385.95,1,0,0,0,1,0,1,0,1,0,0,0,0,0,True,False,True,False,False,False,False,0
0,0,0,0,2,1,0,80.75,159.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,1
1,0,1,1,67,1,0,104.6,6885.75,1,0,1,0,0,0,0,0,1,0,1,0,1,0,True,False,False,True,False,False,False,0
1,0,1,0,65,1,1,91.85,5940.85,1,0,0,0,1,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,1
1,0,1,0,14,1,0,50.2,668.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0
0,0,1,1,20,1,1,95.5,1916.2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,True,False,False,False,False,False,False,0
1,0,0,1,1,1,1,75.35,75.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,0,0,1,1,1,75.45,75.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
0,0,1,1,49,1,1,95.4,4613.95,1,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,False,False,0
0,0,0,0,72,1,1,101.3,7261.25,1,0,1,0,1,0,1,0,0,0,1,0,0,0,True,False,False,True,False,False,False,0
0,0,1,0,46,1,0,53.1,2459.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,0
1,0,0,0,24,1,1,84.85,2048.8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,0
0,0,1,1,5,0,0,34.25,163.55,0,1,0,0,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,0
0,0,1,1,33,1,0,88.6,2888.7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,True,False,False,False,True,False,False,0
0,0,0,0,42,1,1,60.15,2421.6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,0
1,0,0,0,23,1,1,99.95,2292.75,0,0,1,0,0,0,1,0,0,0,1,0,1,0,True,False,True,False,True,False,False,0
1,0,0,0,8,1,0,70.7,553.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,0
1,0,0,0,66,1,1,54.8,3465.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,0
1,0,0,0,24,1,1,49.55,1210.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,1
1,1,0,0,24,1,0,54.8,1291.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0
1,0,0,0,69,1,1,78.6,5356.45,1,0,1,0,1,0,1,0,1,0,0,0,1,0,False,False,True,False,True,False,False,1
0,0,0,0,53,1,1,100.3,5200.8,0,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,True,False,False,False,True,0
0,0,0,0,60,0,0,53.6,3237.05,0,1,1,0,0,0,1,0,0,0,1,0,1,0,False,False,False,True,False,True,False,0
0,0,1,0,7,1,1,81.1,576.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,1
0,0,0,0,20,1,1,19.35,433.75,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,True,False,False,0
0,0,1,1,23,1,0,85.6,1868.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,0
1,0,1,1,72,1,1,80.8,5728.55,0,0,1,0,0,0,1,0,1,0,1,0,1,0,False,False,False,True,False,True,False,0
1,0,1,0,11,1,1,74.95,825.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,0,0,21,1,0,19.6,390.4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
1,1,0,0,1,1,1,93.55,93.55,1,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,1,0,0,31,1,1,90.7,2845.15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,0
0,0,0,0,57,1,0,69.75,3894.4,0,0,0,0,1,0,1,0,1,0,1,0,0,0,False,False,False,True,False,False,True,0
0,0,1,1,45,1,1,20.0,886.4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
1,0,0,0,10,1,1,95.25,1021.55,1,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False,False,False,False,True,False,0
0,0,1,0,58,1,1,102.1,5885.4,1,0,0,0,0,0,1,0,1,0,1,0,1,0,True,False,False,False,True,False,False,1
1,0,0,1,14,1,0,19.95,268.4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,1,0,27,1,0,80.85,2204.35,1,0,1,0,0,0,0,0,1,0,1,0,1,0,False,False,True,False,False,False,True,0
0,0,1,1,14,1,1,90.9,1259.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,1
0,0,1,1,12,0,0,29.2,309.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
0,0,1,1,69,1,1,93.3,6398.05,1,0,0,0,1,0,0,0,1,0,0,0,1,0,True,False,False,True,False,False,False,0
0,0,1,1,25,1,1,89.15,2257.75,0,0,0,0,1,0,1,0,0,0,1,0,0,0,True,False,False,False,False,False,False,1
1,1,1,0,58,1,1,108.85,6287.25,1,0,1,0,1,0,1,0,0,0,1,0,1,0,True,False,True,False,False,True,False,1
0,0,1,1,35,0,1,46.35,1662.05,0,1,1,0,0,0,0,0,1,0,1,0,0,0,False,False,False,True,True,False,False,0
0,1,0,0,16,1,1,84.75,1350.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,1
1,0,1,1,45,1,0,78.75,3600.65,1,0,0,0,1,0,1,0,0,0,1,0,1,0,False,False,True,False,True,False,False,0
0,0,0,0,17,1,1,83.55,1329.15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,0
0,0,1,1,1,1,1,45.7,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,1
1,0,0,0,22,1,0,19.6,422.5,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,1,0,0,1,1,1,69.95,69.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,1,1,67,1,0,67.85,4627.65,0,0,1,0,0,0,1,0,1,0,0,0,1,0,False,False,False,True,False,False,True,0
0,0,1,1,67,1,1,105.65,6717.9,1,0,0,0,0,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,0
0,0,1,0,2,0,0,44.6,97.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,True,False,1
1,0,0,0,23,1,1,74.95,1710.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
0,1,0,0,9,1,0,75.5,637.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0
0,0,0,0,5,1,0,20.15,117.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,0,54,0,0,45.2,2460.55,0,1,1,0,0,0,0,0,1,0,1,0,0,0,False,False,False,True,True,False,False,0
0,0,0,0,57,1,1,95.25,5464.65,0,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,False,True,False,True,False,1
1,0,0,0,24,1,1,89.85,2165.05,1,0,0,0,0,0,1,0,0,0,1,0,0,0,True,False,False,False,False,False,True,1
0,0,1,1,49,1,0,100.45,4941.8,1,0,0,0,1,0,0,0,0,0,1,0,1,0,True,False,True,False,False,False,True,1
1,0,0,0,5,1,0,47.15,223.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,1
1,0,0,0,2,1,1,80.2,181.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,1
0,0,0,1,4,1,1,87.1,341.45,1,0,0,0,0,0,1,0,1,0,0,0,0,0,True,False,False,False,False,False,True,1
1,0,1,1,70,1,1,79.25,5731.85,1,0,1,0,1,0,1,0,1,0,1,0,0,0,False,False,False,True,False,False,False,0
1,0,0,0,5,1,1,75.9,357.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,1
1,0,1,1,53,1,0,85.7,4616.1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,False,False,False,False,False,True,False,0
0,0,1,0,47,1,1,98.75,4533.7,1,0,1,0,1,0,1,0,0,0,1,0,0,0,True,False,False,False,False,True,False,1
0,0,0,1,31,1,0,20.1,589.25,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,True,False,False,0
1,0,1,1,13,1,0,61.8,750.1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,0
0,0,1,1,28,1,0,49.9,1410.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0
0,0,0,0,10,1,0,86.45,830.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,1
1,0,1,0,38,1,0,20.4,743.5,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
0,0,0,0,1,1,1,45.3,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
1,0,1,0,67,1,0,104.1,7040.85,1,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,True,False,False,True,False,1
1,0,1,0,52,1,1,75.4,3865.45,0,0,1,0,1,0,0,0,0,0,1,0,1,0,False,False,True,False,False,False,True,0
1,0,1,1,62,1,0,108.15,6825.65,0,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,True,0
0,0,0,0,16,1,1,86.25,1340.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,0
0,1,1,0,5,1,1,81.0,371.65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,0,0,12,1,0,95.7,1184.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,True,False,False,True,False,0
0,0,1,1,72,1,1,116.85,8477.7,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,0
1,1,0,0,71,1,0,105.75,7382.85,1,0,0,0,1,0,0,0,1,0,1,0,1,0,True,False,True,False,False,False,False,0
0,0,1,0,24,1,0,20.15,456.85,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,0,0,0,15,1,0,19.6,331.6,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
1,0,1,0,67,1,1,90.6,6056.15,0,0,1,0,1,0,0,0,0,0,0,0,1,0,True,False,True,False,True,False,False,1
1,0,0,1,2,1,0,60.95,134.6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0
0,0,1,1,5,0,0,25.05,125.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0
0,0,1,0,15,1,0,88.15,1390.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,0,0,1,1,1,20.2,20.2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,1
1,0,1,1,41,1,1,60.3,2511.3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,0
0,0,0,1,43,1,1,63.95,2737.05,0,0,1,0,1,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,0
1,1,1,0,1,1,0,74.3,74.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
0,1,0,0,1,1,1,70.6,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,0
0,0,1,1,26,1,1,90.8,2361.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,0,0,22,1,1,79.35,1730.35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,1,0,71,1,0,90.55,6404.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,0
1,0,0,0,7,1,0,19.45,165.35,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,1,0,0,28,1,0,64.45,1867.6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,0
1,1,0,0,16,1,0,69.65,1043.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
1,0,0,0,7,1,0,19.5,128.6,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,0,0,0,69,1,1,110.5,7455.45,1,0,0,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,0
0,0,0,1,1,0,0,24.7,24.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0
1,0,0,0,3,1,1,77.4,206.15,0,0,1,0,0,0,1,0,0,0,1,0,1,0,False,False,False,False,False,True,False,0
1,1,0,0,21,1,1,96.8,2030.3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,False,False,False,False,False,1
0,0,1,0,69,1,1,85.4,5869.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,0
0,0,1,0,71,0,1,47.6,3377.8,0,1,1,0,1,0,1,0,1,0,0,0,0,0,False,False,False,True,False,False,False,0
0,0,1,1,69,1,0,19.4,1346.2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,48,1,1,103.85,4946.05,1,0,0,0,0,0,1,0,1,0,1,0,1,0,True,False,False,False,False,True,False,0
1,0,1,0,47,1,1,83.35,4065.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,1
0,0,0,0,2,1,1,49.4,106.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,1
1,0,0,0,45,1,1,108.45,4964.7,1,0,1,0,0,0,1,0,1,0,1,0,1,0,True,False,False,False,True,False,False,0
1,0,0,0,51,1,0,81.0,4085.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,0
0,0,1,0,22,1,1,79.2,1742.75,1,0,1,0,0,0,0,0,1,0,1,0,1,0,False,False,False,False,False,True,False,1
1,0,0,0,72,1,0,86.65,6224.8,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,0
1,0,1,1,37,1,1,92.95,3415.25,1,0,0,0,1,0,1,0,0,0,1,0,0,0,True,False,False,False,False,True,False,0
1,0,1,1,71,1,0,90.35,6325.25,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,True,False,0
1,0,1,1,7,1,0,48.7,340.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,1
0,0,0,0,66,1,1,25.15,1683.6,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,True,False,False,0
1,0,1,1,51,1,1,76.4,3966.3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,False,False,True,False,False,False,False,0
0,0,1,1,30,1,0,19.55,608.5,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,False,0
0,0,0,0,34,1,0,85.35,2896.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,0
1,0,1,1,64,1,1,24.8,1514.85,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
1,1,1,0,65,1,1,103.15,6792.45,1,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,True,False,False,False,False,0
1,0,0,0,47,1,0,100.75,4669.2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,True,False,False,False,False,False,True,0
0,0,0,0,1,1,1,95.6,95.6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
0,0,0,0,49,1,1,59.75,2934.3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,1
0,0,1,1,67,1,0,94.1,6302.8,1,0,0,0,1,0,0,0,1,0,1,0,0,0,True,False,False,True,True,False,False,0
1,0,0,1,39,1,0,19.35,779.2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,False,0
1,0,0,0,14,1,0,19.9,283.75,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
0,1,0,0,43,1,1,108.15,4600.7,0,0,1,0,1,0,0,0,1,0,1,0,1,0,True,False,False,False,True,False,False,1
1,1,0,0,56,1,1,101.05,5594.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,0
0,0,0,0,14,1,0,59.1,772.85,0,0,0,0,0,0,0,0,1,0,0,0,1,0,False,False,True,False,True,False,False,0
0,0,0,0,1,1,0,71.35,71.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,1,1,16,1,1,55.85,857.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,0
1,0,1,1,70,1,1,106.05,7554.05,1,0,1,0,1,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,0
1,1,1,0,72,1,1,84.1,5981.65,1,0,1,0,1,0,1,0,0,0,1,0,1,0,False,False,False,True,True,False,False,0
0,0,1,1,23,1,1,75.3,1702.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0
1,0,0,1,21,1,0,24.7,467.15,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
0,0,0,0,1,1,1,20.15,20.15,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,1
1,0,0,1,1,1,0,69.75,69.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,1
0,1,1,0,32,1,1,93.2,2931.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,1,1,17,1,0,80.85,1400.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,1
0,0,0,0,4,0,1,33.65,137.85,0,1,1,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,1
0,0,0,0,36,1,0,55.8,1941.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,False,False,True,False,0
0,0,0,0,50,0,0,39.7,1932.75,0,1,0,0,1,0,1,0,1,0,0,0,0,0,False,False,False,True,True,False,False,0
0,0,1,1,48,0,1,29.5,1423.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,0
0,0,0,1,50,1,0,20.15,970.85,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,True,False,False,0
1,0,1,0,72,1,0,79.55,5810.9,1,0,1,0,1,0,1,0,1,0,0,0,1,0,False,False,False,True,True,False,False,0
1,0,0,1,10,1,0,24.8,223.9,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,True,False,False,0
0,0,0,0,18,1,0,19.65,391.7,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,0,1,1,1,79.95,79.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,1
0,0,0,0,1,1,0,19.3,19.3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,True,False,1
1,0,0,0,9,1,1,94.05,811.65,0,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,0
1,0,0,0,2,1,0,90.75,174.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,True,0
0,0,1,0,40,1,1,78.85,3126.85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,True,False,False,0
1,0,1,0,69,1,0,99.5,6841.45,1,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,True,False,False,False,False,0
0,0,1,0,37,1,1,99.2,3754.6,1,0,1,0,0,0,1,0,1,0,0,0,1,0,True,False,True,False,False,True,False,1
1,0,0,1,18,1,1,80.55,1406.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0
1,1,1,0,11,1,1,70.2,834.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
0,0,1,0,8,1,1,85.2,627.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,True,False,False,1
0,0,0,0,3,1,0,75.25,242.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,1,1,55,1,0,59.45,3157.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,True,False,False,0
1,0,1,0,33,1,1,93.35,3092.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False,False,False,False,True,False,0
0,0,0,0,46,1,0,44.95,2168.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0
1,0,0,0,34,1,0,26.1,980.35,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
0,0,0,0,3,1,0,20.2,65.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,True,False,0
1,0,1,1,30,1,0,21.25,711.9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
