gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_Yes,MultipleLines_NoService,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_Yes,StreamingMovies_NoInternet,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,0,0,14,1,0,76.45,1117.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
1,1,0,0,2,1,1,95.1,180.25,0,0,0,0,1,0,1,0,1,0,0,0,1,0,True,False,False,False,True,False,False,1
1,0,0,0,1,1,0,19.8,19.8,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,1
1,0,1,1,13,1,1,72.8,930.05,1,0,0,0,1,0,1,0,1,0,1,0,0,0,False,False,False,False,False,True,False,0
1,0,0,0,6,1,0,18.95,110.15,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
0,0,0,0,4,1,1,76.65,333.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,1
0,0,1,1,5,1,1,99.15,465.05,0,0,0,0,1,0,0,0,1,0,1,0,1,0,True,False,False,False,False,False,True,1
0,0,1,0,15,1,0,101.75,1669.4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,0
0,0,0,0,47,1,0,75.45,3545.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0
0,0,0,0,8,1,0,64.1,504.05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,False,False,False,False,False,False,True,0
1,0,0,0,17,0,1,25.65,440.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0
1,0,1,1,15,1,0,75.1,1151.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,0
0,0,0,0,26,1,1,95.85,2475.35,0,0,1,0,0,0,1,0,1,0,0,0,1,0,True,False,True,False,False,False,False,0
0,0,0,0,23,1,0,54.4,1249.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,0
0,1,0,0,4,1,0,72.75,317.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
1,0,0,1,29,1,0,19.85,535.05,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,0,0,0,25,1,0,19.05,461.3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,0,9,1,0,44.95,431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
1,0,1,0,18,1,1,49.55,878.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
1,1,0,0,3,1,1,94.85,335.75,1,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,0
0,0,1,1,69,0,0,46.25,3121.4,0,1,1,0,1,0,1,0,1,0,0,0,0,0,False,False,False,True,False,False,False,0
1,0,0,0,14,1,0,19.35,324.8,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
1,0,0,0,19,1,0,69.6,1394.55,1,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,True,0
1,1,0,0,39,1,0,90.7,3413.25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,0
1,0,0,0,31,1,1,101.4,3143.65,0,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,0
1,0,1,1,24,1,0,20.25,439.75,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
1,0,1,0,14,1,0,48.8,664.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,0
0,0,1,0,64,1,1,74.35,4759.55,0,0,1,0,1,0,1,0,1,0,0,0,1,0,False,False,False,True,False,False,True,0
0,0,0,0,50,1,1,19.35,1033.0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
1,0,1,1,52,1,1,68.75,3482.85,0,0,0,0,1,0,1,0,1,0,1,0,0,0,False,False,True,False,False,True,False,0
1,0,0,0,28,1,0,100.2,2688.45,1,0,0,0,1,0,0,0,0,0,1,0,1,0,True,False,True,False,False,True,False,0
0,0,0,0,21,1,1,20.85,435.25,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,True,False,False,0
1,0,0,1,25,1,1,95.9,2448.75,0,0,0,0,1,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
0,0,1,0,17,1,0,19.35,307.0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
1,0,1,0,58,0,1,45.0,2689.35,0,1,0,0,0,0,0,0,0,0,1,0,1,0,False,False,True,False,True,False,False,0
1,1,1,0,17,1,0,81.5,1329.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,1
0,0,1,0,51,1,0,25.5,1281.25,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
1,0,1,1,72,0,0,48.9,3527.0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,False,False,False,True,False,False,True,0
1,0,1,0,52,1,0,84.1,4348.65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,1
0,0,0,0,27,1,1,19.6,561.15,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,3,1,0,20.0,63.6,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
0,0,1,0,64,1,1,81.3,5129.3,1,0,1,0,1,0,1,0,1,0,0,0,1,0,False,False,False,True,False,False,True,0
0,0,1,0,45,1,1,95.2,4285.8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,True,False,False,True,True,False,False,0
1,1,1,0,3,0,1,36.45,93.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,1
0,0,1,0,71,1,1,83.3,5894.5,1,0,0,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,0
0,1,0,0,1,0,0,25.05,25.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
0,0,1,1,58,1,0,20.3,1160.75,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,True,False,False,0
1,0,1,1,34,1,1,89.85,3091.75,0,0,0,0,1,0,1,0,0,0,1,0,0,0,True,False,False,False,False,True,False,0
0,0,0,0,8,1,1,49.85,365.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,1
0,0,1,1,15,1,0,19.8,272.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,1,1,66,0,0,54.65,3632.0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,0
1,1,0,0,12,0,1,29.35,381.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0
1,0,0,0,58,1,1,19.15,1035.5,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
0,0,1,1,3,1,0,19.1,52.0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,1,1,0,43,0,0,55.55,2342.2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,False,False,False,False,True,False,False,1
0,0,0,0,9,1,0,80.55,653.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
0,0,0,0,3,1,0,20.25,71.2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,0,1,1,22,1,1,69.5,1498.2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,False,True,False,False,False,False,1
1,0,1,0,40,1,1,106.0,4178.65,1,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,True,False,False,False,False,0
0,0,0,0,68,1,0,25.5,1821.8,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
1,0,1,0,54,1,1,104.3,5278.15,1,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
0,0,0,0,50,1,1,79.6,4024.2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,False,False,False,True,False,False,True,0
1,0,0,0,1,1,1,55.25,55.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,0
0,0,1,0,72,1,0,88.05,6520.8,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,0
1,0,0,1,40,1,1,20.4,854.9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,False,0
0,0,1,1,72,1,1,117.6,8308.9,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,0
0,0,0,0,6,1,0,20.0,109.2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
0,0,0,0,5,1,1,19.65,92.05,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,True,False,False,0
1,0,1,0,48,1,1,70.55,3420.5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False,True,False,True,False,False,0
0,0,0,0,1,1,1,93.85,93.85,1,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
0,0,1,1,64,1,0,65.8,4068.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,False,False,True,False,False,False,True,0
0,0,0,0,17,1,0,20.05,337.9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,True,False,False,0
1,0,1,0,40,1,1,80.0,3168.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
0,0,1,1,41,0,0,35.4,1412.4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,False,True,False,True,False,False,0
1,1,0,0,51,1,1,79.6,3974.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,0
1,0,1,0,41,1,1,80.25,3439.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
0,0,1,1,1,1,0,50.45,50.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
0,0,0,0,2,1,1,20.45,42.45,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,0,68,1,0,79.6,5461.45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,True,False,False,0
0,0,1,1,24,1,0,24.7,571.75,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
1,0,1,0,70,1,0,77.3,5498.2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,False,False,False,True,True,False,False,0
1,0,0,0,3,0,1,29.75,96.85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,0
1,0,0,0,2,1,0,44.9,111.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0
1,0,1,0,3,0,0,29.8,94.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0
0,0,0,0,7,1,1,74.65,521.1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,False,False,False,False,False,True,False,1
0,0,0,0,13,1,1,71.95,923.85,0,0,1,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,True,False,0
1,0,0,0,7,1,0,20.75,141.1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,1,1,12,1,1,56.3,628.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,0
1,0,1,1,53,1,1,105.25,5576.3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,True,False,False,True,False,0
0,0,0,0,12,1,1,94.2,1046.1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,1,1,63,1,0,19.55,1245.6,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,15,1,0,84.45,1287.85,0,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,False,False,False,True,0
1,0,1,1,36,1,0,53.65,1939.35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,0
1,1,1,0,4,0,1,29.9,118.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,0
0,0,1,1,24,1,0,19.7,452.55,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,61,0,0,43.7,2696.55,0,1,1,0,1,0,1,0,1,0,0,0,0,0,False,False,True,False,True,False,False,0
1,0,0,0,16,1,0,55.3,875.35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,0
1,0,1,1,65,1,1,19.85,1267.05,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,True,False,False,0
0,0,1,1,26,1,0,19.65,494.9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,True,False,False,0
1,0,0,0,16,1,1,49.45,799.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,0
0,0,1,0,54,1,0,106.55,5763.3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,True,False,True,False,False,False,False,1
1,0,0,0,1,1,0,20.1,20.1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,1
1,0,0,1,5,1,0,20.45,106.9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,19,0,1,39.7,710.05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,0
1,0,0,0,10,1,1,54.5,568.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0
0,0,1,1,23,1,0,83.8,1900.25,0,0,0,0,1,0,1,0,1,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,0,0,3,1,0,55.15,159.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,1
0,0,0,0,72,1,1,111.6,8012.75,1,0,0,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,0
1,1,1,0,10,1,1,86.65,856.65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,1
0,0,1,1,10,1,1,55.55,551.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0
1,0,1,0,11,1,1,20.55,184.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,1,0,0,37,1,1,106.75,4056.75,1,0,1,0,1,0,0,0,0,0,1,0,1,0,True,False,False,False,False,False,False,1
1,0,1,1,17,1,1,62.1,1096.65,1,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,True,0
0,0,1,1,36,1,1,104.5,3684.95,1,0,1,0,0,0,1,0,0,0,1,0,1,0,True,False,False,False,True,False,False,0
1,1,0,0,17,1,1,101.8,1752.45,0,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,0
0,1,1,1,66,1,1,110.6,7210.85,1,0,1,0,1,0,0,0,1,0,1,0,1,0,True,False,True,False,True,False,False,0
1,0,1,1,61,1,0,84.9,5264.5,0,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,True,False,False,False,False,0
1,0,0,0,22,1,1,93.2,2157.3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,True,False,False,False,False,False,True,0
1,0,0,0,1,0,1,24.4,24.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,0
0,0,0,0,6,1,0,70.55,433.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0
1,0,0,0,31,1,1,78.45,2435.15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,1
0,0,1,1,68,1,1,85.0,5607.75,0,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,0
0,0,1,1,34,1,0,87.45,2874.15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,True,False,False,False,False,True,False,1
0,0,1,1,52,1,0,85.8,4433.3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,True,False,False,False,False,False,False,0
0,0,0,1,10,1,1,91.1,964.35,0,0,0,0,0,0,1,0,1,0,1,0,0,0,True,False,False,False,False,True,False,0
1,0,1,1,29,1,1,70.75,1974.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
0,0,1,1,72,1,0,20.1,1460.85,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
1,0,1,1,47,1,0,20.05,951.55,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
1,0,1,1,24,1,0,74.8,1821.2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,False,False,True,False,False,False,True,0
1,0,0,0,65,1,0,24.8,1600.95,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,True,False,False,0
0,0,0,0,4,1,1,100.85,399.25,1,0,0,0,0,0,0,0,1,0,1,0,1,0,True,False,False,False,False,False,True,0
1,1,1,0,12,1,1,101.35,1218.55,1,0,0,0,1,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,0,0,1,1,1,81.7,81.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,0,0,33,1,0,68.25,2171.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
0,0,0,0,34,1,1,105.1,3634.8,0,0,0,0,1,0,1,0,1,0,1,0,1,0,True,False,False,False,False,True,False,0
0,0,1,0,14,1,0,20.4,292.4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,4,1,1,79.15,317.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,1
1,0,1,1,13,1,0,20.0,218.55,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,0,1,1,65,1,1,79.4,5071.9,1,0,0,0,1,0,0,0,1,0,1,0,1,0,False,False,False,True,False,False,False,0
1,0,1,1,23,1,0,57.2,1423.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False,False,0
1,0,1,0,55,1,0,58.6,3068.6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,False,False,False,True,False,True,False,0
1,0,1,0,49,1,1,94.8,4690.65,0,0,0,0,1,0,0,0,0,0,1,0,1,0,True,False,False,True,False,True,False,0
1,0,1,0,60,1,0,102.5,6157.6,1,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,True,False,False,False,False,0
0,0,1,1,69,1,1,20.35,1442.65,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,True,False,False,0
1,0,0,0,40,1,1,84.9,3369.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,0
1,0,1,0,67,1,1,69.2,4671.65,0,0,1,0,1,0,0,0,1,0,0,0,1,0,False,False,False,True,True,False,False,0
1,1,0,0,35,1,1,95.45,3474.05,1,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,1,1,19,1,1,100.95,1875.55,1,0,0,0,0,0,0,0,1,0,1,0,1,0,True,False,True,False,False,True,False,1
0,0,1,1,13,1,0,20.85,272.35,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,1,41,1,1,88.5,3645.05,1,0,0,0,1,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,0
0,0,0,0,4,0,0,35.0,135.75,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0
0,0,1,1,24,1,0,55.15,1319.85,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,0
0,0,0,0,5,0,1,50.95,229.4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,False,False,False,False,True,False,False,0
0,0,0,0,5,1,1,64.0,370.25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,0
0,0,1,1,1,1,1,69.1,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,1
0,0,1,1,72,1,0,80.2,5714.2,1,0,1,0,1,0,1,0,1,0,1,0,0,0,False,False,False,True,False,False,False,0
0,0,0,0,24,1,1,49.3,1233.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0
0,0,1,0,42,1,0,84.35,3571.6,1,0,1,0,0,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,0
0,0,0,0,4,1,0,20.05,83.3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,0,68,1,1,117.2,8035.95,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,True,False,False,0
0,0,1,1,33,1,0,20.1,579.4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,True,0
0,1,0,0,1,1,1,69.6,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,1
1,0,0,0,31,1,1,103.45,3066.45,1,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,True,False,False,True,False,1
0,0,0,0,4,1,0,77.95,305.55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,1
1,1,1,0,69,1,1,109.95,7634.25,1,0,0,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,True,False,0
1,1,0,0,38,1,0,94.75,3653.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,0
0,0,1,1,3,1,1,80.0,241.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,0
0,0,1,1,48,1,0,79.65,3870.3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,False,False,False,True,False,True,False,0
0,0,1,0,15,1,0,25.2,387.9,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,25,1,0,19.9,527.5,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,True,False,False,0
0,1,0,0,1,1,0,78.45,78.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,1
0,0,0,0,48,0,1,44.8,2104.55,0,1,1,0,1,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,0
1,0,0,0,1,1,0,20.3,20.3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
1,0,0,0,1,1,0,19.2,19.2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,True,False,0
0,0,0,0,37,1,0,80.05,3019.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,0
1,1,1,0,66,1,1,107.35,7051.95,1,0,0,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,False,False,False,0
0,0,1,0,26,0,0,47.85,1190.5,0,1,1,0,1,0,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,0
1,0,1,0,63,1,0,70.8,4448.8,0,0,1,0,1,0,0,0,1,0,1,0,0,0,False,False,True,False,True,False,False,0
1,0,0,0,10,0,0,29.5,255.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
0,0,0,0,2,1,1,70.75,146.9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,True,False,1
1,1,1,0,18,1,1,59.1,1011.05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,0
0,0,1,0,64,1,0,25.55,1714.95,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,1,0,0,9,1,1,84.45,762.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,1
0,0,0,1,28,1,0,20.25,535.35,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,False,True,0
0,0,0,0,1,1,0,75.55,75.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
1,0,0,0,4,1,1,85.65,338.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,1
1,1,0,0,38,1,1,70.15,2497.35,0,0,0,0,1,0,1,0,1,0,1,0,0,0,False,False,True,False,True,False,False,1
1,0,1,0,66,1,0,95.3,6273.4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False,True,False,False,True,False,0
0,0,0,0,1,1,1,70.25,70.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
0,0,1,0,18,1,1,50.3,908.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,0
1,1,0,0,51,1,1,97.8,4913.3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,1,1,0,1,0,19.85,19.85,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
1,0,0,0,1,1,0,46.3,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,1
1,0,0,1,12,1,0,19.35,212.3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,False,0
0,0,0,0,41,1,1,106.3,4443.45,1,0,0,0,1,0,1,0,0,0,1,0,1,0,True,False,False,False,False,True,False,1
1,0,0,0,12,1,0,25.0,316.2,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,False,False,True,False,0
0,0,1,1,55,1,0,20.3,1079.05,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,False,True,False,False,True,0
0,0,0,0,7,1,1,75.35,564.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0
0,0,0,0,12,1,1,89.4,1095.65,0,0,0,0,0,0,1,0,1,0,0,0,1,0,True,False,False,False,False,True,False,1
0,0,1,1,68,1,0,88.0,6161.9,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,0
0,1,0,0,5,1,1,83.15,446.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,True,False,False,1
0,1,0,0,49,1,0,43.8,2106.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0
1,0,0,0,40,0,0,62.05,2511.55,0,1,1,0,1,0,1,0,0,0,1,0,1,0,False,False,True,False,True,False,False,0
0,0,0,0,16,1,0,20.1,318.6,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,True,True,False,False,False,False,0
1,0,0,0,10,1,1,74.15,811.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,1
